"KKID","KKMC","FBDX","KKTP","SSDL","DLID","KKWZDZ","SSJGID","SSJG","BZZT","SBLX","X","Y","KKLX","CSSBBH","DDMS","SSXQ","JKFS","KKZY","BSFW","JJDS","SGDW","JSSJ","YSSJ","ZBQ","JSZT","QTSB","BZ","DYLYD","YDYDJL","DYLX","WLJRFS","WLTGS","YWLJRDJL","DLKD","LMCZ","CDS","RJTLL","YWFJDCD","YWXRD","FJDCDKD","LKID","SBZT","UPDATE_TIME","EAST","SOUTH","WEST","NORTH","HIS_SBZT","HIS_EAST","HIS_SOUTH","HIS_WEST","HIS_NORTH","CLOUD_ID","TOLLGATENO","DWSSQY","DWZT","QDFS","QDDBH","QDQBMS","JGZT","SFNRGJJH","FXS","DWPMT","DWPMTMS","DXXSJT","DXXSJTMS","NXBSJT","NXBSJTMS","XXDSJT","XXDSJTMS","BXNSJT","BXNSJTMS","ISDELFLG","JGSB"
"0272014LF14010","发展大道振兴三路LF","","","","","","420104000000","硚口大队","1","2","114.23625735509698","30.61007918552195","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","1076","0272014LF14010","2","0","红绿灯取电","","","","","2","upload/20140930161155/振兴三.jpg","","upload/20140930145753/发展大道振兴三路东向.JPG","","","","upload/20140930145753/发展大道振兴三路西向.JPG","","","","1","交换机，光收发器"
"0272014LF14009","发展大道振兴二路LF","","","","","","420104000000","硚口大队","1","2","114.24040735509699","30.612633185521947","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","","1","","","","","","","1078","0272014LF14009","2","0","红绿灯取电","","","","","2","upload/20140930161132/振兴二.jpg","","upload/20140930145644/发展大道振兴二路东向.JPG","","","","upload/20140930145644/发展大道振兴二路西向.JPG","","","","1","交换机，光收发器"
"0272014LF14007","发展大道青年路LF","","","","","","420103000000","江汉大队","1","2","114.25129735509701","30.61706118552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","1","1","","","","","","","1079","0272014LF14007","2","0","红绿灯取电","","","","","3","upload/20140930160654/青年.jpg","","upload/20140930143506/发展大道青年路东向.JPG","","upload/20140930143506/发展大道青年路南向.JPG","","upload/20140930143506/发展大道青年路西向.JPG","","","","1","交换机，光收发器"
"420100000000000172","八一路东三路","","","","","","420111000000","洪山大队","1","2","114.33876935509698","30.539767185521953","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000212","0","2015/6/24 11:14:43","1","","1","","","","","","","1081","11130","2","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000189","光谷一路高新四路口","","","","","","420118000000","东湖高新大队","1","2","114.43312735509698","30.454172185521948","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000218","0","2015/6/24 11:14:43","1","1","1","","","","","","","1085","11136","","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000136","民族大道三环线_北1KM_进城LF","","","","","","420118000000","东湖高新大队","1","1","114.38743035509701","30.47237318552195","1","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000125","0","2015/6/24 11:14:43","","1","","","","","","","","267","0272012LF12129","3","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000114","塔子湖东路三环线_南700MLF","","","","","","420102000000","江岸大队","1","1","114.27660335509698","30.65000918552195","1","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000100","1","2015/6/24 11:14:43","","","","","","","","","","246","0272012LF12130","3","","","","","","","1","","","","","","","","","","","1",""
"420100120000000050","建设大道解放公园路口","","","","","","420102000000","江岸大队","1","2","114.282726355097","30.61215918552195","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000044","0","2015/6/24 11:14:43","1","","1","","","","","","","1021","12021","3","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000052","兴业路后湖四路路口","","","","","","420102000000","江岸大队","1","2","114.29072635509701","30.640564185521953","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000046","0","2015/6/24 11:14:43","1","","1","","","","","","","1022","12023","3","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000053","兴业路后湖二路路口","","","","","","420102000000","江岸大队","1","2","114.28658335509698","30.638714185521952","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000047","0","2015/6/24 11:14:43","1","","1","","","","","","","1023","12024","","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000057","自治街前进一路口","","","","","","420103000000","江汉大队","1","2","114.27586735509699","30.58228618552196","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000051","0","2015/6/24 11:14:43","","","1","1","","","","","","1024","12028","1","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000073","南泥湾大道古田二路口","","","","","","420104000000","硚口大队","1","2","114.19324935509698","30.60469218552195","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000067","0","2015/6/24 11:14:43","","1","","","","","","","","1035","12044","3","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000199","珞瑜东路光谷一路口","","","","","","420118000000","东湖高新大队","1","2","114.43605135509699","30.509241185521954","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000221","0","2015/6/24 11:14:43","1","","1","","","","","","","1088","11139","3","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000186","光谷大道南湖大道路口LF","","","","","","420118000000","东湖高新大队","1","2","114.41524035509698","30.480575185521946","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000223","0","2015/6/24 11:14:43","","1","","","","","","","","1090","11141","3","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000200","珞喻东路军械士官学校","","","","","","420118000000","东湖高新大队","1","2","114.46064335509697","30.512105185521946","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000225","0","2015/6/24 11:14:43","1","","1","","","","","","","1092","11143","4","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000201","珞喻东路青王公路","","","","","","420118000000","东湖高新大队","1","2","114.465748355097","30.511572185521952","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000226","0","2015/6/24 11:14:43","","","1","1","","","","","","1093","11144","4","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000187","光谷二路富五路","","","","","","420118000000","东湖高新大队","1","2","114.45272235509696","30.426402185521954","2","","","东湖高新大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000228","0","2015/6/24 11:14:43","","1","","1","","","","","","1095","11146","4","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000015","利济南路(沿河大道至中山大道)LF","","","","","","420104000000","硚口大队","1","1","114.267000355097","30.57196618552195","1","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","420000120000000012","0","2015/6/24 11:14:43","","1","","","","","","","","164","0272012LF12125","1","0","","","","","","1","","","","","","","","","","","1",""
"9000003","欢乐大道园林路","","","","","","420111000000","洪山大队","1","2","114.374165355097","30.591301185521953","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000027078","0","2015/6/24 11:14:43","1","","1","","","","","","","1003","0272013JY00001","3","0","信号机","","","","1","2","","","","","","","","","","","1",""
"0272011TS10005","八一路_鲁磨路TS","","","","","","420119000000","东湖大队","1","2","114.40363135509699","30.52813518552195","2","","","东湖大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","1","1","1","","","","","","574","0272011TS10005","2","0","信号机取电","","","","2","4","upload/20141231/20141231141713bayilulumolu.jpg","","upload/20141231/20141231141731bayilulumoluE.jpg","","upload/20141231/20141231141740bayiulumoluS.jpg","","upload/20141231/20141231141753bayilulumoluW.jpg","","upload/20141231/20141231141800bayilumoluN.jpg","","1",""
"0272011TS10009","珞狮南路_南湖大道TS","","","","","","420111000000","洪山大队","1","2","114.33351335509701","30.48214218552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","1","","","","","","","578","0272011TS10009","2","0","信号机取电","","","","2","4","upload/20141231/20141231143312luoshinanlunanhudadao.jpg","","upload/20141231/20141231143345E.jpg","","upload/20141231/20141231143337S.jpg","","upload/20141231/20141231143332W.jpg","","upload/20141231/20141231143327N.jpg","","1",""
"420100000000000234","沿江大道三阳路","","","","","","420102000000","江岸大队","1","2","114.30204635509699","30.59843418552195","2","","","江岸大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000338","0","2015/6/24 11:14:43","","","","1","","","","","","61","0272012HY12006","1","0","信号机","","","","2","1","upload/20140902110819/6沿江大道三阳路.jpg","","","","","","","","","","1",""
"420100000000000235","南京路路段","","","","","","420102000000","江岸大队","1","2","114.28844135509698","30.58499118552195","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000339","0","2015/6/24 11:14:43","","","","1","","","","","","62","0272012HY12007","1","0","","","","","2","1","upload/20140902111130/7南京路路段（单行线）.jpg","","","","","","","","","","1",""
"420100000000000265","临江大道船艇大队","","","","","","420106000000","武昌大队","1","2","114.28762335509698","30.547286185521947","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000498","0","2015/6/24 11:14:43","","1","","1","","","","","","91","0272012ZM12300","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000267","临江大道前进路（万达公馆）","","","","","","420106000000","武昌大队","1","2","114.30234435509698","30.567769185521946","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000499","0","2015/6/24 11:14:43","","1","","1","","","","","","92","0272012ZM12301","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000268","体育街彭刘杨路","","","","","","420106000000","武昌大队","1","2","114.29868535509695","30.54228618552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000500","0","2015/6/24 11:14:43","1","1","1","1","","","","","","93","0272012ZM12302","3","0","信号机","","","","2","4","","","","","","","","","","","1",""
"420100000000000269","张之洞路体育街","","","","","","420106000000","武昌大队","1","2","114.297518355097","30.53668018552194","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000503","0","2015/6/24 11:14:43","","","1","","","","","","","94","0272012ZM12303","3","0","","","","","2","1","","","","","","","","","","","1","信号机"
"420100000000000230","铭新街南京路","","","","","","420102000000","江岸大队","1","2","114.28415535509698","30.587684185521947","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000334","0","2015/6/24 11:14:43","","","1","1","","","","","","57","0272012HY12002","1","0","信号机","","","","2","2","upload/20140902105801/2铭新街南京路.jpg","","","","","","","","","","1",""
"9000009","杨春湖和谐路","","","","","","420111000000","洪山大队","1","2","114.41105535509699","30.60757218552195","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000027084","0","2015/6/24 11:14:43","","1","1","","","","","","","1009","0272013JY00007","3","","","","","","","2","","","","","","","","","","","1",""
"9000010","欢乐大道杨春湖路","","","","","","420111000000","洪山大队","1","2","114.412995355097","30.601404185521946","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000027085","0","2015/6/24 11:14:43","1","","1","","","","","","","1010","0272013JY00008","3","","","","","","","2","","","","","","","","","","","1",""
"420100000000000271","中山路民主路路口","","","","","","420106000000","武昌大队","1","2","114.31328735509699","30.546011185521948","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000505","1","2015/6/24 11:14:43","","","","","","","","","","96","0272012ZM12305","2","","信号机","","","","","4","","","","","","","","","","","1",""
"420100000000000238","胜利街五福路","","","","","","420102000000","江岸大队","1","2","114.30183835509697","30.602036185521946","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000342","0","2015/6/24 11:14:43","1","","1","","","","","","","65","0272012HY12010","1","0","信号机","","","","2","2","upload/20140910101929/10胜利街五福路.jpg","","","","","","","","","","1",""
"420100000000000272","中山路中铁十一局","","","","","","420106000000","武昌大队","1","2","114.31252735509697","30.55059818552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000506","0","2015/6/24 11:14:43","","1","","1","","","","","","97","0272012ZM12306","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000239","建设大道台北路","","","","","","420102000000","江岸大队","1","2","114.27289835509698","30.601311185521947","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000343","0","2015/6/24 11:14:43","","1","","","","","","","","66","0272012HY12011","1","0","信号机","","","","2","2","upload/20140910102222/11建设大道台北路.jpg","","","","","","","","","","1",""
"420100000000000274","民主路武昌路路口（古楼洞）","","","","","","420106000000","武昌大队","1","2","114.30345635509698","30.547331185521948","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000507","0","2015/6/24 11:14:43","1","","1","","","","","","","98","0272012ZM12307","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000275","民主路胭脂路丁字路口","","","","","","420106000000","武昌大队","1","2","114.30261735509697","30.54752218552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000508","0","2015/6/24 11:14:43","1","","1","","","","","","","99","0272012ZM12308","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000240","中山大道卢沟桥","","","","","","420102000000","江岸大队","1","2","114.30392635509697","30.609869185521948","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000344","0","2015/6/24 11:14:43","1","1","1","1","","","","","","67","0272012HY12012","1","0","信号机","","","","2","4","upload/20140910102443/12中山大道卢沟桥路路口.jpg","","","","","","","","","","1",""
"420100000000000310","团结大道秦园东路","","","","","","420106000000","武昌大队","1","2","114.339159355097","30.582235185521956","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000529","0","2015/6/24 11:14:43","1","","1","1","","","","","","129","0272012ZM12326","3","0","信号机","","","","2","3","","","","","","","","","","","1",""
"420100000000000250","顺道街_前进二路","","","","","","420103000000","江汉大队","1","2","114.277307355097","30.58290118552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000355","0","2015/6/24 11:14:43","","1","1","","","","","","","76","0272012HY12022","","0","信号机","","","","2","2","upload/20140910105216/22顺道街前进二路.jpg","","","","","","","","","","1",""
"420100000000000251","大兴路路段","","","","","","420103000000","江汉大队","1","2","114.28414535509698","30.570535185521947","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000356","0","2015/6/24 11:14:43","1","","","","","","","","","77","0272012HY12023","","0","信号机","","","","2","1","upload/20140910105400/23大兴路路段（单行线）.jpg","","","","","","","","","","1",""
"420100000000000286","恒安路建安路","","","","","","420106000000","武昌大队","1","2","114.308378355097","30.506735185521947","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000520","1","2015/6/24 11:14:43","","","","","","","","","","109","0272012ZM12318","2","3 ","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000252","红旗渠路_新湾五路","","","","","","420103000000","江汉大队","1","2","114.25093635509697","30.627434185521945","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000357","0","2015/6/24 11:14:43","1","1","1","1","","","","","","78","0272012HY12024","","","信号机","","","","2","4","upload/20140910110008/24红旗渠路新湾五路.jpg","","","","","","","","","","1",""
"420100000000000288","平安路雅安街","","","","","","420106000000","武昌大队","1","2","114.31425535509699","30.51194618552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000523","0","2015/6/24 11:14:43","1","1","","","","","","","","111","0272012ZM12320","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000289","平安路瑞安街","","","","","","420106000000","武昌大队","1","2","114.31396235509697","30.51532718552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000524","0","2015/6/24 11:14:43","1","","","1","","","","","","112","0272012ZM12321","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000254","芳草大道四新南路","","","","","","420105000000","汉阳大队","1","2","114.19368435509697","30.525465185521952","2","","","汉阳大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000359","1","2015/6/24 11:14:43","","","","","","","","","","80","0272012HY12026","3","3 ","信号机","","","","2","4","upload/20140910110643/26芳草大道四新南路.jpg","","","","","","","","","","1",""
"420100000000000290","恒安路瑞安街","","","","","","420106000000","武昌大队","1","2","114.30865435509699","30.515217185521948","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000525","1","2015/6/24 11:14:43","","","","","","","","","","113","0272012ZM12322","2","0","信号机","","","","1","2","","","","","","","","","","","1",""
"420100000000000256","汉阳大道永丰路","","","","","","420105000000","汉阳大队","1","2","114.15429735509698","30.562372185521948","2","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000361","0","2015/6/24 11:14:43","1","","1","","","","","","","82","0272012HY12028","1","0","信号机","","","","2","2","upload/20140910111136/28汉阳大道永丰路.jpg","","","","","","","","","","1",""
"420100000000000305","洪山路_天鹅路路口","","","","","","420106000000","武昌大队","1","2","114.34773935509697","30.548333185521947","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000527","0","2015/6/24 11:14:43","1","","1","1","","","","","","124","0272012ZM12324","2","0","信号机","","","","2","3","","","","","","","","","","","1",""
"420100000000000259","临江大道秦园路","","","","","","420106000000","武昌大队","1","2","114.32142535509699","30.594347185521947","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000364","0","2015/6/24 11:14:43","1","1","1","","","","","","","85","0272012HY12031","1","0","信号机","","","","2","3","upload/20140910111956/31临江大道秦园路.jpg","","","","","","","","","","1",""
"420100000000000315","友谊大道秦园路","","","","","","420106000000","武昌大队","1","2","114.33228635509698","30.587111185521948","2","","","武昌大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000531","1","2015/6/24 11:14:43","","","","","","","","","","134","0272012ZM12328","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000260","和平大道建一路","","","","","","420107000000","青山大队","1","2","114.367078355097","30.624831185521952","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000365","0","2015/6/24 11:14:43","","1","","","","","","","","86","0272012HY12032","","0","","","","","2","1","upload/20140910112325/32和平大道建设一路.jpg","","","","","","","","","","1",""
"420100000000000261","友谊大道建一路","","","","","","420107000000","青山大队","1","2","114.37273635509697","30.61794818552195","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000366","0","2015/6/24 11:14:43","1","1","1","1","","","","","","87","0272012HY12033","1","0","信号机","","","","","4","upload/20140910112552/33友谊大道建设一路.jpg","","","","","","","","","","1",""
"0272014JW10002","八一路_广八路","","","","","","420111000000","洪山大队","1","2","114.35208435509699","30.535533185521952","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","1","","","","","","","","1302","0272014JW10002","3","0","","","","","2","2","","","","","","","","","","","1",""
"420100000000000262","友谊大道园林路","","","","","","420107000000","青山大队","1","2","114.36388535509698","30.613978185521947","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000367","0","2015/6/24 11:14:43","","1","","1","","","","","","88","0272012HY12034","1","0","","","","","2","2","upload/20140910112929/34友谊大道园林路.jpg","","","","","","","","","","1",""
"0272014JW10003","八一路珞珈南路","","","","","","420111000000","洪山大队","1","2","114.352343355097","30.535276185521954","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","1","","","","","","","","1303","0272014JW10003","","","","","","","","1","","","","","","","","","","","1",""
"0272012LF227","长江大桥_龟山（汉阳_武昌BK)DELLF","","","","","","420128000000","大桥大队","0","1","114.273541355097","30.55688518552195","1","","","大桥大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000194","1","2015/6/24 11:14:43","","","","","","","","","","1201","0272012LF227","","0","原点","","原点","","2","1","","","","","","","","","","","0",""
"0272012TS10025","二环线_二七路高架前后拍TS","","","","","","420107000000","青山大队","1","1","114.300058355097","30.63174918552195","1","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","528","0272012TS10025","2","0","信号机取电","","","","2","2","upload/20150106/20150106155721erhuanxianerqilukakou.jpg","","upload/20150106/20150106155730E.jpg","","","","upload/20150106/20150106155737W.jpg","","","","1",""
"0272012TS10022","发展大道_黑泥湖路TS","","","","","","420102000000","江岸大队","1","2","114.30899535509698","30.635290185521945","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","526","0272012TS10022","2","0","信号机取电","","","","","3","upload/20141231/20141231143201fazhangdadaoheinihulu.jpg","","","","upload/20141231/20141231143218S (1).jpg","","","","upload/20141231/20141231143213N.jpg","","1",""
"0272012TS10024","发展大道_二七横路TS","","","","","","420102000000","江岸大队","1","2","114.31242535509699","30.63619618552195","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","527","0272012TS10024","2","","信号机取电","","","","","2","","","","","","","","","","","1",""
"420100120000000060","京汉大道_前进四路口","","","","","","420103000000","江汉大队","1","2","114.27760035509698","30.58530418552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000054","0","2015/6/24 11:14:43","1","","1","1","","","","","","1026","12031","1","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000063","新华路江汉北路路口","","","","","","420103000000","江汉大队","1","2","114.26844635509698","30.59372918552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000057","0","2015/6/24 11:14:43","","1","1","","","","","","","1027","12034","2","0","","","","","","3","","","","","","","","","","","1",""
"420100120000000064","新华路协和医院横道","","","","","","420103000000","江汉大队","1","2","114.27090535509698","30.58707318552195","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000058","0","2015/6/24 11:14:43","","1","","","","","","","","1028","12035","1","0","","","","","","2","","","","","","","","","","","1",""
"420100000000000323","书城路文秀街路口","","","","","","420111000000","洪山大队","1","2","114.33418635509697","30.507989185521946","2","","","洪山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000539","0","2015/6/24 11:14:43","","1","","1","","","","","","142","0272012ZM12335","2","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000313","青化路康宁路路口","","","","","","420107000000","青山大队","1","2","114.49165535509696","30.605455185521954","2","","","青山大队","","A","","","","","","","","","","","","","","","","","","","","","","","420100000000000544","0","2015/6/24 11:14:43","1","","1","","","","","","","132","0272012ZM12340","4","0","信号机","","","","2","2","","","","","","","","","","","1",""
"0272014bk10024","长江大桥_龟山（汉阳_武昌BK)bk","","","","","","420128000000","大桥大队","1","1","114.274492355097","30.556661185521953","1","","","大桥大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","1","","","","","","","","","10005","0272014bk10024","1","","","","","","","1","","","","","","","","","","","1",""
"420100000000000306","青化路武钢侧门","","","","","","420107000000","青山大队","1","2","114.456224355097","30.59702318552195","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000549","0","2015/6/24 11:14:43","","","1","","","","","","","125","0272012ZM12344","4","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000298","建一路辽宁街","","","","","","420107000000","青山大队","1","2","114.37127635509698","30.61978418552195","2","","","青山大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000554","0","2015/6/24 11:14:43","","1","","1","","","","","","119","0272012ZM12349","3","0","信号机","","","","2","2","","","","","","","","","","","1",""
"420100000000000297","楚善街张之洞路","","","","","","420106000000","武昌大队","1","2","114.30024035509699","30.53648318552195","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000555","0","2015/6/24 11:14:43","","","","1","","","","","","118","0272012ZM12350","2","0","信号机","","","","2","1","","","","","","","","","","","1",""
"420100000000000295","首义路张之洞路","","","","","","420106000000","武昌大队","1","2","114.30367735509698","30.535971185521948","2","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","420100000000000556","1","2015/6/24 11:14:43","","","","","","","","","","117","0272012ZM12351","2","3 ","信号机","","","","2","2","","","","","","","","","","","1",""
"420100120000000111","琴台大道五琴路西300MLF","","","","","","420105000000","汉阳大队","1","1","114.246068355097","30.558070185521952","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000098","0","2015/6/24 11:14:43","","","1","","","","","","","243","0272012LF12150","2","0","","","","","","1","","","","","","","","","","","1",""
"420100120000000091","沿湖路东湖渔场LF","","","","","","420119000000","东湖大队","1","1","114.375459355097","30.581136185521952","1","","","东湖大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000006","0","2015/6/24 11:14:43","1","","1","","","","","","","225","0272012LF12148","2","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000068","中山大道荣华一路口","","","","","","420104000000","硚口大队","1","2","114.25959035509699","30.57168718552195","2","","","硚口大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000062","0","2015/6/24 11:14:43","1","","1","","","","","","","1031","12039","2","0","","","","","","2","","","","","","","","","","","1",""
"420100120000000055","后湖大道汉黄路路口","","","","","","420102000000","江岸大队","1","2","114.328997355097","30.66028618552195","2","","","江岸大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000049","1","2015/6/24 11:14:43","","","","","","","","","","1109","12026","3","3 ","","","","","","2","","","","","","","","","","","1",""
"420100120000000062","中山大道民生路口","","","","","","420103000000","江汉大队","1","2","114.28345835509701","30.579743185521952","2","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","420100120000000056","1","2015/6/24 11:14:43","","","","","","","","","","202","12033","1","3 ","","","","","","2","","","","","","","","","","","1",""
"0272010TS10014","武汉大道岳家嘴立交麦德龙TS","","","","","","420106000000","武昌大队","1","1","114.352625355097","30.58132318552195","1","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","","1","2015/6/24 11:14:43","","","","","","","","","","583","0272010TS10014","2","0","信号机取电","","","","2","1","upload/20141231/20141231143537wuhandadaoyuejiazhuilijiao.jpg","","","","upload/20141231/20141231143703maidelong.jpg","","","","","","1",""
"0272010TS10015","武汉大道_徐东高架南落点卡口TS","","","","","","420106000000","武昌大队","1","1","114.34822835509699","30.58449318552195","1","","","武昌大队","","","","","","","","","","","","","","","","","","","","","","","","","","0","2015/6/24 11:14:43","","","","1","","","","","","584","0272010TS10015","2","0","信号灯取电","","","","2","1","upload/20141231/20141231143001changjiangerqiaoxudongluodian.jpg","","","","","","","","upload/20141231/20141231143021nanluodiankakou.jpg","","1",""
"0272014bk10015","常青路_三环线南_进城出城bk","","","","","","420103000000","江汉大队","1","1","114.232069355097","30.629805185521952","1","","","江汉大队","","","","","","","","","","","","","","","","","","","","","","","","","0272014bk10015","0","2015/6/24 11:14:43","","1","","1","","","","","","1414","0272014bk10015","3","0","信号灯机箱","","信号灯机箱","","2","2","upload/20141210/20141210111327cql.png","","","","","","","","","","1",""
"0272014bk10008","汉阳大道_三环线_进城出城bk","","","","","","420105000000","汉阳大队","1","1","114.165178355097","30.566949185521956","1","","","汉阳大队","","","","","","","","","","","","","","","","","","","","","","","","","0272014bk10008","0","2015/6/24 11:14:43","1","","1","","","","","","","1167","0272014bk10008","","","","","","","","2","upload/20141210/20141210110947hanyangdadao.jpg","","","","","","","","","","1",""
